County,State,Population_2018,Population_Density_Per_Square_Mile,Unemployment_rate_2018,Median_Household_Income_2018,Total_Male,Total_Female,Total_age0to17,Male_age0to17,Female_age0to17,Total_age18to64,Male_age18to64,Female_age18to64,Total_age65plus,Male_age65plus,Female_age65plus,Total_age85plusr,Male_age85plusr,Female_age85plusr,ICU_Beds,Aggregate_Transit_Score,cases,deaths
Armstrong,TX,1892,2.1,2.8,57210,918,974,437,209,228,1002,503,499,453,206,247,44,12,32,0,0,88,0
Atascosa,TX,50310,36.8,3.8,50594,25084,25226,13725,7057,6668,29200,14630,14570,7385,3397,3988,829,293,536,6,0,1181,52
Austin,TX,29989,44,3.6,59942,14954,15035,7129,3631,3498,17161,8613,8548,5699,2710,2989,619,226,393,0,0,861,0
Bailey,TX,7027,8.7,4.4,45051,3499,3528,2206,1084,1122,3796,1932,1864,1025,483,542,132,58,74,0,0,205,0
Bandera,TX,22824,25.9,3.4,53008,11327,11497,3812,1954,1858,12855,6292,6563,6157,3081,3076,543,246,297,0,0,267,0
Bastrop,TX,86976,83.5,3.4,61883,44296,42680,22117,11201,10916,51648,26873,24775,13211,6222,6989,1178,446,732,0,25489514,5429,105
Baylor,TX,3582,4.3,3.3,41180,1744,1838,824,426,398,1905,953,952,853,365,488,140,45,95,27,0,,
Bee,TX,32587,36.2,5.1,41806,19819,12768,6863,3487,3376,21712,14493,7219,4012,1839,2173,443,154,289,8,0,313,0
Bell,TX,355642,295.2,4.1,54292,176710,178932,98517,49861,48656,218540,109643,108897,38585,17206,21379,4336,1628,2708,90,2097095946,11589,178
Bexar,TX,1986049,1383.1,3.3,54210,980516,1005533,507669,258403,249266,1237759,617893,619866,240621,104220,136401,28537,10202,18335,648,6210437451,93480,2836
Blanco,TX,11702,14.8,2.6,64832,5872,5830,2135,1103,1032,6726,3411,3315,2841,1358,1483,234,106,128,0,0,343,2
Borden,TX,648,0.7,3.2,66101,337,311,131,69,62,357,187,170,160,81,79,27,8,19,0,0,,
Bosque,TX,18691,18.5,3.7,48460,9248,9443,4033,2096,1937,10051,4950,5101,4607,2202,2405,571,251,320,0,0,214,0
Bowie,TX,94324,104.6,4.9,47339,47473,46851,22392,11449,10943,56327,29256,27071,15605,6768,8837,2037,657,1380,82,1847031268,6090,483
Brazoria,TX,370200,230.7,4.5,74225,187001,183199,97945,50205,47740,228577,116726,111851,43678,20070,23608,4309,1535,2774,16,49562457,31857,385
Brazos,TX,226758,332.8,2.8,50113,114626,112132,46685,23678,23007,159311,81559,77752,20762,9389,11373,2438,952,1486,48,1890016545,14891,917
Brewster,TX,9267,1.5,3.4,45670,4684,4583,1744,893,851,5379,2722,2657,2144,1069,1075,230,68,162,3,1197891697,31,0
Briscoe,TX,1516,1.8,3.9,44409,749,767,284,144,140,835,404,431,397,201,196,47,19,28,0,0,30,0
Brooks,TX,7114,7.7,6.5,30116,3595,3519,2013,1042,971,3798,2000,1798,1303,553,750,146,45,101,0,0,40,0
Brown,TX,37924,40.3,3.7,47097,18764,19160,8400,4280,4120,21968,10995,10973,7556,3489,4067,936,360,576,12,0,1900,241
Burleson,TX,18389,26.1,3.6,53626,9045,9344,4079,2067,2012,10555,5157,5398,3755,1821,1934,525,214,311,0,0,779,0
Burnet,TX,47542,43,2.9,56696,23296,24246,10171,5212,4959,26746,13070,13676,10625,5014,5611,1101,458,643,12,135975128,1123,0
Caldwell,TX,43247,69.8,3.6,52588,21822,21425,10303,5283,5020,26734,13707,13027,6210,2832,3378,723,256,467,0,278757834,1366,0
Calhoun,TX,21561,42.2,4.1,52085,11078,10483,5217,2677,2540,12474,6492,5982,3870,1909,1961,443,180,263,6,0,1670,118
Callahan,TX,13994,15.1,3.4,50330,6930,7064,3149,1634,1515,7976,3918,4058,2869,1378,1491,351,136,215,0,0,231,25
Cameron,TX,423908,456,6.2,38106,206353,217555,128553,65382,63171,237940,115600,122340,57415,25371,32044,7315,2831,4484,104,2393161566,25281,1004
Camp,TX,13033,63.3,4.9,43714,6329,6704,3463,1704,1759,7156,3447,3709,2414,1178,1236,237,100,137,0,0,991,0
Carson,TX,6005,6.7,2.8,64799,3010,2995,1448,739,709,3384,1709,1675,1173,562,611,125,46,79,0,0,146,0
Cass,TX,30119,32.5,5.1,44154,14581,15538,6802,3515,3287,16657,8018,8639,6660,3048,3612,794,290,504,0,0,930,66
Castro,TX,7665,9,2.9,45689,3945,3720,2189,1172,1017,4264,2192,2072,1212,581,631,166,64,102,0,0,1180,58
Chambers,TX,42454,58.8,5.4,89513,21505,20949,11883,6160,5723,25561,12992,12569,5010,2353,2657,429,156,273,0,0,2589,0
Cherokee,TX,52592,48.3,4.1,43483,26822,25770,13370,6884,6486,29991,15719,14272,9231,4219,5012,1051,369,682,0,0,1207,61
Childress,TX,7291,10.1,2.5,42291,4434,2857,1443,766,677,4725,3175,1550,1123,493,630,142,53,89,0,0,65,0
Clay,TX,10456,9.9,3.2,58356,5209,5247,2099,1046,1053,5982,3005,2977,2375,1158,1217,278,116,162,0,0,175,0
Cochran,TX,2836,4,4.2,42873,1423,1413,786,395,391,1587,810,777,463,218,245,52,22,30,0,0,39,0
Coke,TX,3370,3.6,3.4,44804,1666,1704,709,352,357,1742,873,869,919,441,478,98,38,60,0,0,27,0
Coleman,TX,8397,7,4,39484,4240,4157,1764,885,879,4537,2333,2204,2096,1022,1074,233,104,129,0,0,59,0
Collin,TX,1005146,930,3.3,96936,494802,510344,260476,132896,127580,634015,313377,320638,110655,48529,62126,10048,3663,6385,195,1413062725,47335,1226
Collingsworth,TX,2962,3.3,3.2,39536,1449,1513,779,382,397,1624,819,805,559,248,311,74,27,47,0,0,99,0
Colorado,TX,21217,21.7,3.3,48258,10665,10552,4840,2476,2364,11679,6002,5677,4698,2187,2511,647,221,426,4,0,729,0
Comal,TX,148373,193.9,3.2,76523,73333,75040,33674,17238,16436,87870,43488,44382,26829,12607,14222,2640,948,1692,12,0,3445,339
Comanche,TX,13534,14.9,3.6,52251,6738,6796,3002,1534,1468,7243,3649,3594,3289,1555,1734,367,147,220,0,0,247,32
Concho,TX,4276,4.2,3.6,40987,3020,1256,509,271,238,3011,2357,654,756,392,364,80,40,40,0,0,52,0
Cooke,TX,40574,43.9,3.1,52047,20262,20312,9686,5075,4611,23368,11657,11711,7520,3530,3990,819,339,480,5,685233195,439,0
Coryell,TX,74808,71.7,4.1,48099,37143,37665,17053,8618,8435,50086,25223,24863,7669,3302,4367,686,274,412,4,1562074574,8268,79
Cottle,TX,1389,1.7,4.3,38304,674,715,321,174,147,730,354,376,338,146,192,42,10,32,0,0,118,23
Crane,TX,4794,5.6,3.8,61987,2415,2379,1409,715,694,2813,1443,1370,572,257,315,80,29,51,0,0,289,9
Crockett,TX,3499,1.3,3,49117,1747,1752,857,421,436,2022,1036,986,620,290,330,63,28,35,0,0,,
Crosby,TX,5779,6.7,4.5,37911,2857,2922,1536,774,762,3162,1589,1573,1081,494,587,138,48,90,0,0,110,47
Culberson,TX,2204,0.6,3.2,42164,1089,1115,500,254,246,1231,622,609,473,213,260,69,35,34,0,0,,
Dallam,TX,7200,4.5,2,50587,3754,3446,2273,1203,1070,4103,2145,1958,824,406,418,90,33,57,0,0,634,16
Dallas,TX,2637772,2718,3.7,59838,1301788,1335984,689692,351915,337777,1664926,827857,837069,283154,122016,161138,31835,10687,21148,614,4844463585,285748,6828
Dawson,TX,12619,15.4,4.3,43726,6922,5697,3230,1673,1557,7505,4418,3087,1884,831,1053,237,99,138,0,0,1398,53
Deaf Smith,TX,18760,12.9,2.8,44230,9369,9391,5824,2951,2873,10559,5333,5226,2377,1085,1292,345,135,210,0,0,3579,171
Delta,TX,5349,20.4,3.4,44410,2661,2688,1240,604,636,2995,1511,1484,1114,546,568,95,33,62,0,0,54,0
Denton,TX,859064,754.3,3.2,88384,422725,436339,211996,108119,103877,559654,275620,284034,87414,38986,48428,7417,2615,4802,81,1557067131,49761,1251
DeWitt,TX,20187,22.1,3.1,49208,10602,9585,4528,2364,2164,11636,6512,5124,4023,1726,2297,572,178,394,0,0,845,41
Dickens,TX,2249,2.7,4.2,39627,1245,1004,424,209,215,1312,812,500,513,224,289,56,28,28,0,0,56,0
Dimmit,TX,10308,7.5,3,37177,5071,5237,2996,1545,1451,5583,2761,2822,1729,765,964,263,110,153,0,0,51,0
Donley,TX,3319,4,3.4,40945,1630,1689,654,329,325,1869,941,928,796,360,436,83,33,50,0,0,1341,0
Duval,TX,11212,6.6,5.3,35156,5780,5432,2787,1402,1385,6414,3454,2960,2011,924,1087,261,101,160,0,0,162,0
Eastland,TX,18322,20.1,3.4,44773,9149,9173,3942,2016,1926,10377,5291,5086,4003,1842,2161,505,186,319,0,0,240,0
Ector,TX,162124,152.8,2.7,60431,82485,79639,48856,24944,23912,97508,50545,46963,15760,6996,8764,1774,608,1166,50,2027708079,5198,199
Edwards,TX,1928,0.9,2.8,37812,1019,909,436,247,189,931,473,458,561,299,262,56,25,31,0,0,,
Ellis,TX,179436,159.9,3.3,76792,88513,90923,47950,24620,23330,108505,53655,54850,22981,10238,12743,2205,756,1449,18,0,9928,433
El Paso,TX,840758,790.6,4.2,43948,414214,426544,228000,115479,112521,509666,254772,254894,103092,43963,59129,13716,4835,8881,203,437766624,67796,1607
Erath,TX,42446,35,3.1,47087,20784,21662,8707,4431,4276,27724,13610,14114,6015,2743,3272,759,264,495,5,0,761,59
Falls,TX,17335,23.3,3.9,37428,8230,9105,3613,1851,1762,10575,4887,5688,3147,1492,1655,389,169,220,0,441916289,229,0
Fannin,TX,35286,38.1,3.1,53111,18731,16555,7579,3937,3642,21175,11686,9489,6532,3108,3424,711,295,416,2,0,1087,42
Fayette,TX,25349,25.8,2.8,55776,12456,12893,5111,2557,2554,13807,6874,6933,6431,3025,3406,894,312,582,0,272550426,1260,56
Fisher,TX,3839,4.4,3.3,45261,1903,1936,812,405,407,2084,1069,1015,943,429,514,137,54,83,0,0,30,9
Floyd,TX,5837,6.5,5.2,39891,2942,2895,1572,821,751,3173,1616,1557,1092,505,587,162,76,86,0,0,203,0
Foard,TX,1200,1.9,2.9,37648,583,617,247,122,125,637,318,319,316,143,173,47,17,30,0,0,,
Fort Bend,TX,787858,679.5,4,92310,386599,401259,216504,110365,106139,484226,236272,247954,87128,39962,47166,7609,2754,4855,128,479573726,66766,1590
Franklin,TX,10766,37.3,4.1,48222,5350,5416,2526,1286,1240,5888,2961,2927,2352,1103,1249,274,106,168,0,0,237,0
Freestone,TX,19808,22.6,5.8,49317,10281,9527,4523,2287,2236,11347,6194,5153,3938,1800,2138,488,166,322,0,0,284,0
Frio,TX,19816,15.2,2.9,41038,11753,8063,4574,2309,2265,12807,8347,4460,2435,1097,1338,270,88,182,0,0,960,0
Gaines,TX,20901,11.7,2.6,56321,10598,10303,7502,3750,3752,11546,5977,5569,1853,871,982,216,88,128,0,0,199,0
Galveston,TX,337890,769.9,4.6,71959,166132,171758,81893,41694,40199,207392,102365,105027,48605,22073,26532,5077,1823,3254,26,616862237,34366,1324
Garza,TX,6578,7.2,3,46490,4355,2223,1115,580,535,4734,3446,1288,729,329,400,87,32,55,0,0,121,0
Gillespie,TX,26804,23.5,2.5,61433,13054,13750,5349,2759,2590,13488,6546,6942,7967,3749,4218,1139,444,695,10,0,189,0
Glasscock,TX,1388,1.4,2,83330,765,623,363,202,161,814,448,366,211,115,96,19,10,9,0,0,32,0
Goliad,TX,7584,8.5,3.8,55008,3756,3828,1621,825,796,4225,2099,2126,1738,832,906,215,80,135,0,0,346,0
Gonzales,TX,20826,18.6,3,49829,10517,10309,5621,2922,2699,11722,5958,5764,3483,1637,1846,410,157,253,0,0,2306,71
Gray,TX,21895,24.3,3.9,49121,11615,10280,5630,2891,2739,12714,7113,5601,3551,1611,1940,497,200,297,8,0,3145,22
Grayson,TX,133991,129.6,3.2,51403,65368,68623,31842,16297,15545,78532,38437,40095,23617,10634,12983,2703,954,1749,62,10682957,5837,21
Gregg,TX,123707,445.4,4.1,50610,60112,63595,31951,16380,15571,72740,35657,37083,19016,8075,10941,2581,886,1695,66,1742523913,6224,59
Grimes,TX,28360,33.8,4.1,49498,15432,12928,6371,3269,3102,17060,9737,7323,4929,2426,2503,512,182,330,0,0,2411,46
Guadalupe,TX,163694,184.9,3.1,73864,81018,82676,41018,20916,20102,100065,49817,50248,22611,10285,12326,2396,916,1480,9,0,4887,0
Hale,TX,33830,36.1,4.8,42782,17658,16172,9160,4608,4552,20125,10948,9177,4545,2102,2443,598,251,347,5,0,1724,184
Hall,TX,3028,3.8,4.3,32597,1499,1529,694,354,340,1633,815,818,701,330,371,96,46,50,0,0,20,0
Hamilton,TX,8484,10.2,3.3,49210,4218,4266,1873,974,899,4499,2286,2213,2112,958,1154,327,104,223,0,0,290,9
Hansford,TX,5463,6.1,2.3,57240,2785,2678,1594,861,733,3062,1572,1490,807,352,455,115,32,83,0,0,492,55
Hardeman,TX,3922,6,3.6,42469,1984,1938,837,449,388,2203,1128,1075,882,407,475,117,45,72,0,0,9,0
Hardin,TX,57207,61.3,5.2,60909,28188,29019,14055,7240,6815,33624,16700,16924,9528,4248,5280,1069,397,672,0,0,5738,190
Harris,TX,4698619,2402.4,4.4,60241,2333866,2364753,1251684,637292,614392,2952671,1477810,1474861,494264,218764,275500,51331,18194,33137,918,482158111,408356,7661
Harrison,TX,66726,72.9,4.4,50131,32660,34066,16865,8586,8279,38584,18997,19587,11277,5077,6200,1245,439,806,0,280402745,7213,530
Hartley,TX,5619,4.1,1.8,72451,3365,2254,1184,613,571,3581,2358,1223,854,394,460,125,49,76,0,0,311,53
Haskell,TX,5813,6.5,3.8,40880,3108,2705,1083,547,536,3453,1961,1492,1277,600,677,180,63,117,0,0,33,0
Hays,TX,222631,231.7,3,68180,110756,111875,51181,26109,25072,146986,73417,73569,24464,11230,13234,2094,733,1361,42,309458526,10650,96
Hemphill,TX,3825,4.2,2.1,66849,1920,1905,1176,601,575,2096,1063,1033,553,256,297,67,35,32,0,0,58,0
Henderson,TX,82299,89.9,3.7,43337,40249,42050,17724,9187,8537,46493,22698,23795,18082,8364,9718,1887,735,1152,10,0,1760,6
Hidalgo,TX,865939,493.2,6.6,38785,424482,441457,281965,143388,138577,487949,238499,249450,96025,42595,53430,12153,4962,7191,271,122885663,19971,342
Hill,TX,36354,36.6,3.6,48670,18114,18240,8495,4370,4125,20317,10154,10163,7542,3590,3952,904,323,581,5,0,938,46
Hockley,TX,22980,25.2,3.1,46764,11458,11522,5915,3016,2899,13693,6902,6791,3372,1540,1832,383,160,223,0,0,1205,59
Hood,TX,60537,121.7,3.7,60917,29601,30936,12905,6622,6283,32762,16067,16695,14870,6912,7958,1661,627,1034,12,0,1138,153
Hopkins,TX,36810,45.8,3.4,52079,18124,18686,9068,4632,4436,21022,10457,10565,6720,3035,3685,759,260,499,10,0,482,0
Houston,TX,23169,19.3,3.7,39533,12385,10784,4600,2344,2256,13470,7665,5805,5099,2376,2723,649,258,391,0,0,1372,0
Howard,TX,36459,38.9,3.3,50423,20966,15493,7817,4074,3743,23949,14699,9250,4693,2193,2500,612,252,360,8,0,227,51
Hudspeth,TX,4795,0.8,4.7,42671,2541,2254,1016,494,522,3042,1663,1379,737,384,353,87,39,48,0,0,8,0
Hunt,TX,96493,102.5,3.8,53360,47593,48900,23183,11821,11362,58028,28786,29242,15282,6986,8296,1608,613,995,23,0,2723,134
Hutchinson,TX,21198,25,5,54351,10663,10535,5443,2739,2704,12248,6250,5998,3507,1674,1833,451,192,259,4,0,963,0
Irion,TX,1522,1.5,3.1,56775,781,741,335,170,165,860,450,410,327,161,166,41,16,25,0,0,,
Jack,TX,8843,9.9,2.5,48780,4988,3855,1924,991,933,5405,3270,2135,1514,727,787,142,61,81,0,0,195,0
Jackson,TX,14874,17,3.3,54088,7400,7474,3784,1867,1917,8405,4282,4123,2685,1251,1434,377,137,240,0,0,605,18
Jasper,TX,35872,38,6.5,47551,17762,18110,8611,4388,4223,20240,10145,10095,7021,3229,3792,701,275,426,6,0,1078,73
Jeff Davis,TX,2252,1,3,51343,1154,1098,174,99,75,1293,654,639,785,401,384,89,28,61,0,0,,
Jefferson,TX,255001,287.9,6.3,48121,130778,124223,61181,31306,29875,157011,83249,73762,36809,16223,20586,4997,1794,3203,88,2531649889,17884,1047
Jim Hogg,TX,5248,4.7,5.7,36176,2694,2554,1613,870,743,2712,1425,1287,923,399,524,79,28,51,0,0,123,0
Jim Wells,TX,40822,47.2,5.4,41919,20244,20578,11348,5876,5472,23208,11500,11708,6266,2868,3398,757,268,489,8,0,286,0
Johnson,TX,171361,208.3,3.4,62635,85449,85912,44541,22935,21606,102601,51622,50979,24219,10892,13327,2166,800,1366,35,3149536,5735,151
Jones,TX,19817,21.8,4.8,43903,12433,7384,3412,1735,1677,13314,9217,4097,3091,1481,1610,375,160,215,0,0,4430,0
Karnes,TX,15650,19.8,2.8,48743,9209,6441,3347,1722,1625,10098,6507,3591,2205,980,1225,321,118,203,0,0,195,0
Kaufman,TX,128622,132.4,3.5,67434,63360,65262,35656,18109,17547,77599,38288,39311,15367,6963,8404,1429,481,948,8,619860038,5730,45
Kendall,TX,45641,50.4,2.9,90937,22350,23291,10504,5290,5214,26434,13070,13364,8703,3990,4713,1075,355,720,0,0,1076,0
Kenedy,TX,442,0.3,3.7,42153,228,214,120,73,47,253,121,132,69,34,35,13,3,10,0,0,,
Kent,TX,726,0.9,2.4,47625,361,365,153,85,68,376,206,170,197,70,127,30,7,23,0,0,,
Kerr,TX,52405,45,3.2,53704,25219,27186,10062,5098,4964,27827,13415,14412,14516,6706,7810,1907,804,1103,12,0,430,0
Kimble,TX,4362,3.7,3.1,42503,2134,2228,766,398,368,2316,1138,1178,1280,598,682,138,49,89,0,0,24,0
King,TX,277,0.3,2.8,57925,140,137,70,32,38,158,84,74,49,24,25,5,4,1,0,0,,
Kinney,TX,3767,2.6,4.7,43192,2074,1693,710,386,324,2153,1251,902,904,437,467,115,66,49,0,0,2,0
Kleberg,TX,31129,36.4,5,42605,15939,15190,7540,3869,3671,19560,10256,9304,4029,1814,2215,504,195,309,10,0,529,49
Knox,TX,3653,4.4,3.6,39726,1809,1844,965,486,479,1962,1018,944,726,305,421,96,30,66,0,0,55,0
Lamar,TX,49728,54.9,3.8,45767,23970,25758,11833,6071,5762,28348,13726,14622,9547,4173,5374,1157,379,778,20,0,3635,165
Lamb,TX,13158,13.8,4.4,42700,6523,6635,3658,1852,1806,7284,3677,3607,2216,994,1222,319,112,207,0,0,360,0
Lampasas,TX,21229,27.6,3.7,55151,10461,10768,4692,2343,2349,12372,6225,6147,4165,1893,2272,471,192,279,0,0,296,0
La Salle,TX,7531,4.6,2.4,40072,4457,3074,1478,791,687,5020,3188,1832,1033,478,555,113,49,64,0,0,106,0
Lavaca,TX,20110,19.9,3.2,51128,9822,10288,4751,2371,2380,10676,5337,5339,4683,2114,2569,728,246,482,3,0,367,37
Lee,TX,17144,26.4,3.1,55834,8609,8535,3750,1922,1828,10224,5183,5041,3170,1504,1666,350,131,219,0,188591621,300,1
Leon,TX,17270,15.7,5,47065,8587,8683,3886,2025,1861,9158,4565,4593,4226,1997,2229,447,176,271,0,0,378,0
Liberty,TX,86323,65.3,5.8,52577,42794,43529,22868,11689,11179,52403,25970,26433,11052,5135,5917,1001,360,641,0,999132106,2866,61
Limestone,TX,23519,25.8,4.7,43226,12143,11376,5267,2737,2530,13671,7296,6375,4581,2110,2471,565,225,340,6,0,810,58
Lipscomb,TX,3355,3.5,2.7,57332,1734,1621,867,445,422,1880,1003,877,608,286,322,94,32,62,0,0,67,0
Live Oak,TX,12166,11.1,3.8,48814,6667,5499,2420,1260,1160,7241,4183,3058,2505,1224,1281,301,112,189,0,0,313,0
Llano,TX,21646,20.7,3.7,54019,10482,11164,3358,1742,1616,10470,5032,5438,7818,3708,4110,950,392,558,0,0,198,0
Loving,TX,152,0.1,3.9,78637,85,67,52,27,25,85,49,36,15,9,6,0,0,0,0,0,,
Lubbock,TX,307412,311.3,3.1,50377,151464,155948,73288,37187,36101,195924,97601,98323,38200,16676,21524,4718,1665,3053,267,3049283842,29695,2224
Lynn,TX,5877,6.6,3.2,43436,2997,2880,1574,804,770,3313,1726,1587,990,467,523,110,45,65,0,0,300,41
McCulloch,TX,7987,7.8,3.3,42719,4012,3975,1771,952,819,4438,2225,2213,1778,835,943,228,95,133,0,0,156,0
McLennan,TX,254607,226.5,3.6,48858,124464,130143,62861,32338,30523,155131,76137,78994,36615,15989,20626,4965,1709,3256,54,2290479516,5591,211
McMullen,TX,749,0.6,1.9,64633,411,338,140,70,70,429,244,185,180,97,83,29,15,14,0,0,,
Madison,TX,14422,29.3,4.4,45445,8283,6139,3052,1520,1532,9119,5719,3400,2251,1044,1207,275,102,173,0,0,205,0
Marion,TX,9928,27.7,4.6,38011,4842,5086,1796,910,886,5514,2665,2849,2618,1267,1351,255,108,147,0,0,575,5
Martin,TX,5753,5.2,2.4,56484,2911,2842,1789,906,883,3316,1699,1617,648,306,342,76,34,42,0,0,149,27
Mason,TX,4280,4.3,3.1,49560,2143,2137,895,482,413,2165,1090,1075,1220,571,649,127,56,71,0,0,959,0
Matagorda,TX,36552,33.4,6.1,48830,18415,18137,9324,4759,4565,21007,10701,10306,6221,2955,3266,704,231,473,6,0,3677,246
Maverick,TX,58485,42.4,8.1,35594,29178,29307,18246,9182,9064,33323,16925,16398,6916,3071,3845,751,313,438,10,0,2289,12
Medina,TX,50921,34.7,3.5,59304,26276,24645,11752,5977,5775,30680,16288,14392,8489,4011,4478,970,357,613,0,0,1847,99
Menard,TX,2139,2.5,4,35881,1062,1077,378,197,181,1082,518,564,679,347,332,108,52,56,0,0,,
Midland,TX,172578,152,2.1,80189,87103,85475,49266,25131,24135,105513,54169,51344,17799,7803,9996,2639,956,1683,48,26,4883,428
Milam,TX,25131,24.3,5.5,46720,12385,12746,6186,3215,2971,13847,6818,7029,5098,2352,2746,676,235,441,0,0,984,38
Mills,TX,4921,6.6,3.5,47068,2456,2465,1008,549,459,2507,1225,1282,1406,682,724,205,83,122,0,0,13,0
Mitchell,TX,8145,10.3,4.4,48529,4751,3394,1751,898,853,5154,3288,1866,1240,565,675,139,44,95,0,0,55,0
Montague,TX,19596,21.2,3.2,50542,9618,9978,4454,2230,2224,10827,5372,5455,4315,2016,2299,489,200,289,0,0,383,41
Montgomery,TX,590925,437.5,3.8,77598,292758,298167,155734,79404,76330,357928,178275,179653,77263,35079,42184,7179,2546,4633,97,277067904,35012,783
Moore,TX,21485,24.3,2.7,53785,11160,10325,6873,3507,3366,12269,6546,5723,2343,1107,1236,290,130,160,3,0,19071,337
Morris,TX,12339,51.3,6.6,41418,5934,6405,2814,1450,1364,6822,3246,3576,2703,1238,1465,313,106,207,0,0,533,0
Motley,TX,1234,1.2,3.6,41009,634,600,245,131,114,615,322,293,374,181,193,46,24,22,0,0,49,0
Nacogdoches,TX,65711,68.2,3.9,45357,31479,34232,15243,7746,7497,40783,19352,21431,9685,4381,5304,1168,424,744,27,1474243408,9115,531
Navarro,TX,49565,47.3,3.7,46259,24313,25252,13139,6675,6464,27997,13798,14199,8429,3840,4589,954,329,625,9,0,1738,117
Newton,TX,13746,15.5,6.6,43367,7066,6680,2782,1405,1377,8143,4338,3805,2821,1323,1498,292,113,179,0,0,166,0
Nolan,TX,14751,16.7,3.3,42522,7370,7381,3855,1984,1871,8202,4161,4041,2694,1225,1469,345,112,233,5,0,72,0
Nueces,TX,362265,405.8,4.7,53034,179134,183131,88977,45761,43216,221073,110170,110903,52215,23203,29012,6447,2216,4231,115,4477614483,8723,115
Ochiltree,TX,9947,11.1,2.8,49845,5030,4917,3151,1582,1569,5688,2932,2756,1108,516,592,113,47,66,0,0,1202,59
Oldham,TX,2131,1.4,2.6,56590,1109,1022,526,312,214,1286,644,642,319,153,166,32,14,18,0,0,193,68
Orange,TX,83572,245.3,5.7,56556,41439,42133,20764,10740,10024,49342,24635,24707,13466,6064,7402,1530,552,978,0,1034116,3979,60
Palo Pinto,TX,28875,29.5,3.4,46067,14235,14640,6711,3497,3214,16525,8080,8445,5639,2658,2981,578,218,360,8,0,437,77
Panola,TX,23148,29.7,4.2,51192,11456,11692,5401,2787,2614,13309,6612,6697,4438,2057,2381,442,175,267,0,0,5825,481
Parker,TX,138371,129.4,3.1,73718,68872,69499,34364,17685,16679,82705,41098,41607,21302,10089,11213,2047,807,1240,20,0,2209,11
Parmer,TX,9864,11.7,2.3,50539,5123,4741,2820,1473,1347,5689,3022,2667,1355,628,727,161,52,109,0,0,1017,0
Pecos,TX,15673,3.3,3.6,47008,8912,6761,3821,1935,1886,9751,5933,3818,2101,1044,1057,228,106,122,0,0,902,0
Polk,TX,50031,43,5,46017,26937,23094,10088,5239,4849,30521,16884,13637,9422,4814,4608,590,235,355,8,0,1683,0
Potter,TX,119648,133.3,2.9,41912,61609,58039,32848,16731,16117,71878,38245,33633,14922,6633,8289,1987,696,1291,99,2299971915,57259,727
Presidio,TX,6948,2,7,37738,3557,3391,1840,987,853,3501,1763,1738,1607,807,800,278,125,153,0,0,7,0
Rains,TX,12159,47.6,3.5,47572,6044,6115,2428,1274,1154,6748,3317,3431,2983,1453,1530,242,118,124,0,0,110,0
Randall,TX,136271,132.4,2.6,69600,67024,69247,32501,16572,15929,83234,41343,41891,20536,9109,11427,2195,817,1378,0,0,18573,201
Reagan,TX,3741,2.9,2.5,65273,2001,1740,1091,579,512,2230,1211,1019,420,211,209,46,14,32,0,0,8,0
Real,TX,3478,4.7,5,39506,1733,1745,585,327,258,1868,909,959,1025,497,528,85,32,53,0,0,,
Red River,TX,12175,12.4,5.4,42233,5912,6263,2429,1246,1183,6750,3301,3449,2996,1365,1631,392,138,254,0,0,908,62
Reeves,TX,15695,5.2,2.1,45341,9632,6063,3529,1851,1678,10287,6916,3371,1879,865,1014,254,93,161,0,0,94,0
Refugio,TX,7032,9.6,4.7,44821,3450,3582,1595,779,816,3847,1935,1912,1590,736,854,182,66,116,0,0,67,0
Roberts,TX,903,1,3,67470,448,455,220,101,119,494,252,242,189,95,94,15,4,11,0,0,92,0
Robertson,TX,17284,19.4,4.1,44917,8478,8806,4150,2143,2007,9798,4787,5011,3336,1548,1788,432,167,265,0,0,258,0
Rockwall,TX,100657,616.7,3.2,102858,49740,50917,27150,13894,13256,60913,30218,30695,12594,5628,6966,1329,441,888,6,0,4870,205
Runnels,TX,10234,10,3.1,42205,5203,5031,2329,1219,1110,5779,2973,2806,2126,1011,1115,286,109,177,0,0,67,0
